Lineage	Most common countries	Earliest date	# designated	# assigned	Description	WHO Name
B.1.1.47	Switzerland 42.0%, Finland 12.0%, Germany 8.0%, Slovenia 8.0%, Denmark 7.0%	2020-07-01	108	163	Switzerland and other Northern Europe	-
B.1.1.48	Japan 98.0%, United Kingdom 1.0%, Germany 1.0%, United States of America 0.0%	2020-03-27	19	352	Japan	-
B.1.1.49	United Kingdom 100.0%	2020-03-23	54	55	Wales	-
B.1.1.50	Israel 87.0%, Palestine 5.0%, United Kingdom 4.0%, United States of America 1.0%, Denmark 1.0%	2020-03-29	461	1461	Israel and Palestine	-
B.1.1.51	United Kingdom 98.0%, Estonia 1.0%, Russia 1.0%, Japan 0.0%, India 0.0%	2020-03-30	315	568	UK	-
B.1.1.52	South_Africa 66.0%, United States of America 34.0%	2020-04-11	20	38	South Africa	-
B.1.1.53	South_Africa 98.0%, Qatar 2.0%	2020-05-12	23	64	South Africa	-
B.1.1.54	South_Africa 86.0%, Botswana 9.0%, United States of America 1.0%, United Kingdom 1.0%, Russia 1.0%	2020-03-19	220	316	South African Lineage	-
B.1.1.55	United Kingdom 100.0%	2020-04-12	46	71	English lineage	-
B.1.1.56	South_Africa 96.0%, India 4.0%	2020-05-21	25	26	South African lineage	-
B.1.1.57	South_Africa 86.0%, India 5.0%, Russia 4.0%, Zimbabwe 3.0%, United States of America 3.0%	2020-03-31	57	77	South African lineage, a few English sequences, one Zimbabwe	-
B.1.1.58	Slovenia 40.0%, Germany 31.0%, Switzerland 14.0%, Macedonia 5.0%, Denmark 3.0%	2020-04-08	52	182	Eruopean lineage	-
B.1.1.59	United Kingdom 97.0%, United States of America 1.0%, Russia 1.0%, Bangladesh 1.0%, Senegal 1.0%	2020-06-01	87	154	UK lineage	-
B.1.1.61	United States of America 84.0%, Italy 9.0%, Japan 3.0%, Israel 2.0%, Lithuania 1.0%	2020-02-29	93	116	USA lineage	-
B.1.1.62	South_Africa 94.0%, Zambia 3.0%, Zimbabwe 3.0%	2020-05-07	24	34	South African lineage	-
B.1.1.63	Philippines 61.0%, Hong_Kong 34.0%, Japan 2.0%, Australia 1.0%, South_Korea 0.0%	2020-06-23	108	1689	Hong Kong lineage	-
B.1.1.67	United Kingdom 89.0%, Latvia 5.0%, Japan 2.0%, United States of America 2.0%, South_Africa 1.0%	2020-03-15	146	240	England and South Africa	-
B.1.1.70	Slovenia 23.0%, Denmark 22.0%, Germany 16.0%, Switzerland 14.0%, United Kingdom 5.0%	2020-03-06	1234	2966	European Lineage	-
AP.1	United Kingdom 94.0%, Germany 4.0%, Denmark 1.0%, Slovenia 0.0%, Switzerland 0.0%	2020-09-04	395	658	Alias of B.1.1.70.1, Wales lineage	-
B.1.1.71	Netherlands 31.0%, United Kingdom 15.0%, United_Arab_Emirates 9.0%, Australia 7.0%, Belgium 6.0%	2020-03-06	126	160	Dutch, Central Europe	-
B.1.1.72	United States of America 80.0%, Switzerland 20.0%	2020-07-25	23	30	US lineage	-
B.1.1.74	United Kingdom 97.0%, Ireland 2.0%, Switzerland 0.0%, Turkey 0.0%	2020-03-25	114	229	NI & Ireland Lineage	-
B.1.1.75	Belgium 52.0%, Qatar 25.0%, Sweden 8.0%, New_Zealand 4.0%, South_Africa 3.0%	2020-03-17	53	75	Belgian lineage	-
B.1.1.77	United States of America 96.0%, Australia 4.0%	2020-05-28	21	26	US Lineage	-
B.1.1.82	United Kingdom 86.0%, Japan 7.0%, United States of America 7.0%	2020-04-06	19	29	Wales lineage	-
B.1.1.83	United Kingdom 64.0%, Japan 22.0%, Germany 7.0%, United States of America 2.0%, India 1.0%	2020-03-21	205	451	Northern Irish lineage	-
B.1.1.84	South_Africa 100.0%	2020-06-22	11	11	South African	-
B.1.1.86	United Kingdom 100.0%	2020-05-19	23	26	UK lineage	-
B.1.1.87	Hungary 100.0%	2020-04-10	15	15	Hungarian lineage	-
B.1.1.88	Portugal 88.0%, France 6.0%, United Kingdom 6.0%	2020-03-20	15	17	Portugal lineage	-
B.1.1.89	United Kingdom 83.0%, Australia 5.0%, Slovenia 3.0%, Japan 1.0%, Azerbaijan 1.0%	2020-03-12	87	144	England	-
B.1.1.90	Sweden 73.0%, Denmark 18.0%, Russia 9.0%	2020-04-24	8	11	Sweden and Denmark lineage	-
B.1.1.91	Sweden 86.0%, Mexico 14.0%	2020-04-10	5	7	Sweden	-
B.1.1.92	United Kingdom 100.0%	2020-06-07	13	28	English lineage	-
B.1.1.93	United States of America 98.0%, Mexico 2.0%	2020-06-16	26	40	US Lineage	-
B.1.1.95	United Kingdom 95.0%, Indonesia 5.0%	2020-04-03	25	41	English lineage	-
B.1.1.97	United Kingdom 91.0%, India 3.0%, Mexico 3.0%, Brazil 3.0%	2020-05-06	25	35	England	-
B.1.1.98	United States of America 96.0%, Germany 2.0%, Ghana 2.0%	2020-04-05	35	48	US lineage	-
B.1.1.99	South_Africa 53.0%, Zambia 12.0%, Chile 9.0%, United States of America 6.0%, United Kingdom 6.0%	2020-04-07	21	32	Mostly South Africa	-
B.1.1.100	Denmark 100.0%	2020-09-21	24	25	Denmark lineage	-
B.1.1.101	India 52.0%, United States of America 27.0%, Russia 8.0%, Japan 8.0%, France 2.0%	2020-03-31	47	101	Indian lineage	-
B.1.1.107	United Kingdom 100.0%	2020-06-06	24	31	England	-
B.1.1.109	United Kingdom 100.0%	2020-06-01	19	24	UK lineage	-
B.1.1.110	Peru 92.0%, Finland 8.0%	2020-03-24	6	13	Peru lineage	-
B.1.1.111	Zambia 63.0%, Zimbabwe 32.0%, United Kingdom 2.0%, Kenya 2.0%	2020-05-01	50	90	African lineage (Zambia, Zimbabwe)	-
B.1.1.112	Netherlands 100.0%	2020-05-08	15	17	Netherlands	-
B.1.1.113	United States of America 99.0%, Austria 1.0%	2020-03-15	60	143	Western USA	-
B.1.1.114	United Kingdom 100.0%	2020-03-30	16	15	Wales	-
B.1.1.115	United Kingdom 86.0%, India 4.0%, United States of America 3.0%, Japan 2.0%, Peru 1.0%	2020-04-13	62	127	UK lineage, now contains former B.1.1.235	-
B.1.1.116	United States of America 100.0%	2020-06-17	16	16	USA lineage	-
B.1.1.117	South_Africa 61.0%, United States of America 11.0%, Germany 11.0%, Russia 7.0%, Latvia 4.0%	2020-04-07	58	127	South African some Argentina, now contains B.1.1.252	-
B.1.1.118	United States of America 98.0%, Canada 1.0%, Italy 1.0%	2020-05-11	62	96	US Lineage (TX)	-
B.1.1.119	United Kingdom 84.0%, Romania 9.0%, Russia 3.0%, Japan 3.0%	2020-04-15	18	32	Northen Ireland lineage	-
B.1.1.120	United Kingdom 100.0%	2020-06-01	20	30	UK lineage	-
B.1.1.121	Canada 95.0%, Russia 3.0%, United Kingdom 1.0%, Japan 0.0%, United States of America 0.0%	2020-03-31	85	312	Canadian lineage	-
B.1.1.122	Netherlands 59.0%, Ukraine 9.0%, Russia 5.0%, Belgium 5.0%, United States of America 5.0%	2020-04-10	15	22	Netherlands	-
B.1.1.123	United Kingdom 98.0%, Thailand 2.0%	2020-05-18	37	55	UK lineage	-
B.1.1.125	United Kingdom 100.0%	2020-05-21	65	95	UK lineage	-
B.1.1.127	Russia 100.0%	2020-04-20	16	26	Russian lineage	-
B.1.1.128	United States of America 99.0%, Mexico 1.0%	2020-06-02	69	132	US lineage	-
B.1.1.129	Russia 93.0%, Germany 4.0%, United Kingdom 1.0%, Finland 1.0%	2020-04-09	35	71	Russian lineage	-
B.1.1.130	United Kingdom 100.0%	2020-07-31	34	64	England	-
B.1.1.132	United States of America 85.0%, Japan 10.0%, India 3.0%, United Kingdom 1.0%, Turkey 1.0%	2020-03-17	58	78	US Lineage	-
B.1.1.133	United_Arab_Emirates 66.0%, United Kingdom 15.0%, Australia 8.0%, Mexico 3.0%, Canada 2.0%	2020-03-22	93	118	UAE/ European lineage	-
B.1.1.134	United Kingdom 81.0%, United States of America 5.0%, Latvia 4.0%, Japan 2.0%, Turkey 2.0%	2020-03-28	66	84	UK	-
B.1.1.135	United States of America 88.0%, Japan 5.0%, Indonesia 3.0%, Russia 1.0%, Togo 1.0%	2020-03-12	105	198	US	-
B.1.1.136	Australia 72.0%, Turkey 18.0%, Russia 4.0%, Italy 2.0%, Iran 2.0%	2020-06-03	36	50	Australian lineage	-
B.1.1.137	United Kingdom 92.0%, Austria 3.0%, India 3.0%, Turkey 1.0%, United States of America 1.0%	2020-03-19	48	77	UK lineage	-
B.1.1.138	United Kingdom 99.0%, Turkey 1.0%	2020-04-04	126	164	UK lineage	-
B.1.1.139	United States of America 100.0%	2020-06-17	29	46	USA	-
B.1.1.141	Latvia 55.0%, Russia 24.0%, Germany 10.0%, Sweden 2.0%, Georgia 2.0%	2020-07-22	50	523	Russian, Latvian, Netherlands	-
B.1.1.142	Australia 45.0%, Iceland 14.0%, Austria 7.0%, United States of America 7.0%, Turkey 7.0%	2020-03-03	38	42	Australian lineage	-
B.1.1.144	Switzerland 74.0%, Germany 9.0%, United Kingdom 9.0%, Austria 3.0%, Denmark 3.0%	2020-08-10	27	35	Swiss lineage	-
B.1.1.145	United Kingdom 71.0%, Canada 7.0%, Russia 4.0%, Rwanda 4.0%, Switzerland 4.0%	2020-03-31	15	28	UK lineage	-
B.1.1.147	United Kingdom 100.0%	2020-06-04	8	11	England	-
B.1.1.148	United States of America 93.0%, Turkey 3.0%, Russia 1.0%, Czech_Republic 1.0%, United Kingdom 1.0%	2020-04-12	60	118	US lineage	-
B.1.1.149	United Kingdom 100.0%	2020-05-01	33	61	English Lineage	-
B.1.1.152	Russia 80.0%, Germany 12.0%, Kenya 4.0%, Finland 4.0%	2020-06-27	13	25	Russian	-
B.1.1.153	Denmark 30.0%, Poland 16.0%, Germany 13.0%, Norway 11.0%, Iceland 5.0%	2020-08-06	406	905	Northern European Lineage	-
B.1.1.154	United Kingdom 83.0%, Russia 17.0%	2020-03-30	24	30	UK lineage	-
B.1.1.155	United Kingdom 100.0%	2020-06-02	13	14	English	-
B.1.1.157	Canada 100.0%, India 0.0%	2020-05-20	192	1081	Canadian lineage	-
B.1.1.158	United States of America 93.0%, Peru 6.0%, Germany 1.0%	2020-06-01	54	81	USA lineage	-
B.1.1.159	Denmark 21.0%, Norway 10.0%, Latvia 8.0%, Germany 7.0%, Estonia 6.0%	2020-08-15	76	190	European lineage	-
B.1.1.160	United Kingdom 100.0%	2020-05-03	6	10	Northern Ireland lineage	-
B.1.1.161	Saudi_Arabia 19.0%, Germany 17.0%, United States of America 16.0%, Finland 11.0%, Italy 9.0%	2020-03-04	61	211	Saudi lineage	-
B.1.1.162	Iceland 65.0%, United Kingdom 9.0%, Latvia 9.0%, Russia 6.0%, Poland 3.0%	2020-03-21	10	34	England, Russia, Latvia	-
B.1.1.163	Russia 51.0%, Armenia 16.0%, Qatar 8.0%, Netherlands 4.0%, Australia 3.0%	2020-04-01	60	129	Russian lineage	-
B.1.1.164	United Kingdom 95.0%, Japan 1.0%, Australia 1.0%, Switzerland 1.0%, Hong_Kong 1.0%	2020-03-16	128	177	UK	-
B.1.1.165	United Kingdom 100.0%	2020-08-28	51	64	England	-
B.1.1.166	United Kingdom 74.0%, Peru 6.0%, Russia 6.0%, Philippines 3.0%, United States of America 3.0%	2020-03-15	24	35	UK lineage	-
B.1.1.168	United Kingdom 67.0%, United States of America 26.0%, Guatemala 5.0%, Ecuador 3.0%	2020-03-31	29	39	UK lineage	-
B.1.1.169	United States of America 96.0%, Burkina_Faso 4.0%	2020-05-04	30	56	USA lineage	-
B.1.1.170	Denmark 29.0%, Germany 16.0%, United Kingdom 12.0%, Norway 12.0%, Iceland 9.0%	2020-07-19	427	781	UK/Denmark lineage	-
B.1.1.171	United Kingdom 81.0%, Japan 5.0%, United States of America 4.0%, India 1.0%, Italy 1.0%	2020-03-20	163	284	UK lineage	-
B.1.1.172	United States of America 100.0%	2020-04-06	47	51	USA	-
B.1.1.174	United States of America 64.0%, Japan 12.0%, Ireland 5.0%, India 4.0%, Turkey 3.0%	2020-03-18	175	307	USA lineage	-
B.1.1.175	Bangladesh 100.0%	2020-04-29	10	14	Bangladesh	-
B.1.1.176	Canada 100.0%, United States of America 0.0%, Singapore 0.0%, Monaco 0.0%	2020-03-12	319	2735	Canadian lineage	-
B.1.1.177	United States of America 98.0%, Israel 2.0%	2020-06-04	26	55	Texas	-
B.1.1.178	United Kingdom 96.0%, United States of America 4.0%	2020-04-02	22	24	England	-
B.1.1.180	United States of America 92.0%, Peru 3.0%, Chile 3.0%, Russia 1.0%, Australia 1.0%	2020-03-23	80	96	USA lineage	-
B.1.1.181	Canada 75.0%, Turkey 24.0%, Zambia 1.0%	2020-03-22	86	93	Used to be just Turkey, now lots of Canadian	-
B.1.1.182	United Kingdom 55.0%, United_Arab_Emirates 36.0%, Japan 9.0%	2020-09-09	8	11	USA	-
B.1.1.184	Russia 88.0%, Brazil 6.0%, Ireland 6.0%	2020-04-03	16	17	Russia, some B.1.1.129	-
B.1.1.185	Netherlands 92.0%, Iceland 8.0%	2020-03-31	11	12	Netherlands lineage	-
B.1.1.186	United States of America 96.0%, Canada 1.0%, Indonesia 0.0%, Japan 0.0%, Rwanda 0.0%	2020-05-12	164	305	Southern USA	-
B.1.1.187	Italy 80.0%, United Kingdom 13.0%, Bulgaria 4.0%, Russia 2.0%, Finland 1.0%	2020-06-24	90	107	UK and italy	-
B.1.1.189	Turkey 32.0%, Germany 19.0%, United Kingdom 14.0%, Switzerland 13.0%, Denmark 8.0%	2020-04-11	244	623	European lineage	-
B.1.1.190	United Kingdom 85.0%, Austria 10.0%, Australia 5.0%	2020-03-17	15	20	Wales lineage	-
B.1.1.191	Denmark 98.0%, United Kingdom 1.0%, Sweden 0.0%, Faroe_Islands 0.0%	2020-03-20	206	211	Denmark	-
B.1.1.192	United States of America 83.0%, Philippines 3.0%, The_Bahamas 2.0%, Bulgaria 2.0%, United Kingdom 2.0%	2020-03-21	151	428	USA	-
B.1.1.193	United Kingdom 90.0%, Indonesia 10.0%	2020-09-30	7	10	England	-
B.1.1.194	United Kingdom 65.0%, Greece 24.0%, Germany 2.0%, Russia 1.0%, Poland 1.0%	2020-03-13	83	141	England	-
B.1.1.196	United Kingdom 99.0%, India 1.0%, Luxembourg 1.0%	2020-08-26	123	167	UK lineage	-
B.1.1.197	United Kingdom 81.0%, Greece 19.0%	2020-04-09	14	27	UK lineage	-
B.1.1.198	United Kingdom 70.0%, Luxembourg 10.0%, Portugal 4.0%, Ireland 2.0%, Romania 2.0%	2020-03-09	447	640	UK/ Luxembourg lineage	-
B.1.1.200	United Kingdom 82.0%, Russia 5.0%, India 5.0%, Belgium 4.0%, Germany 1.0%	2020-03-28	75	142	UK	-
AN.1	Netherlands 34.0%, Switzerland 28.0%, Germany 16.0%, Sweden 14.0%, Belgium 4.0%	2020-07-07	21	50	Alias of B.1.1.200.1, Sweden and Netherlands, from B.1.1.130	-
B.1.1.201	India 77.0%, United States of America 9.0%, Singapore 7.0%, United Kingdom 5.0%, Poland 2.0%	2020-04-29	17	43	India and Singapore and Texas	-
B.1.1.202	Italy 100.0%	2020-04-17	12	13	Italy	-
B.1.1.203	United Kingdom 59.0%, India 16.0%, Ecuador 5.0%, Armenia 5.0%, Russia 3.0%	2020-05-20	17	37	England and Ecuador	-
B.1.1.204	Norway 57.0%, United Kingdom 27.0%, Germany 9.0%, Denmark 2.0%, Belgium 1.0%	2020-03-07	83	315	UK lineage	-
B.1.1.205	United States of America 75.0%, Turkey 24.0%, Azerbaijan 0.0%, Japan 0.0%, Russia 0.0%	2020-05-16	80	267	USA lineage	-
B.1.1.207	United States of America 97.0%, New_Zealand 1.0%, Mexico 0.0%, Canada 0.0%, Northern_Mariana_Islands 0.0%	2020-06-28	181	767	USA	-
B.1.1.208	United Kingdom 99.0%, United_Arab_Emirates 1.0%	2020-03-22	45	73	UK	-
B.1.1.209	Netherlands 72.0%, United Kingdom 27.0%, Denmark 1.0%	2020-05-06	72	96	Netherlands	-
B.1.1.210	United States of America 99.0%, Ireland 1.0%	2020-03-21	115	177	USA (TX)	-
B.1.1.213	United Kingdom 100.0%	2020-03-20	37	47	England	-
B.1.1.214	Japan 100.0%, South_Korea 0.0%, Australia 0.0%, New_Zealand 0.0%, Singapore 0.0%	2020-02-22	103	18441	Japan	-
B.1.1.216	India 77.0%, United Kingdom 5.0%, Canada 3.0%, Indonesia 3.0%, United States of America 3.0%	2020-05-06	135	949	Predominantly Indian lineage with exports elsewhere	-
AM.1	Portugal 88.0%, United Kingdom 12.0%	2020-11-09	6	8	Alias of B.1.1.216.1, Portugal lineage	-
AM.2	Canada 83.0%, United States of America 17.0%	2020-11-10	5	6	Alias of B.1.1.216.2, Canadian lineage	-
AM.3	United Kingdom 83.0%, India 17.0%	2020-10-30	7	36	Alias of B.1.1.216.3, UK lineage	-
AM.4	Canada 98.0%, Japan 1.0%, Israel 1.0%	2020-11-05	49	99	Alias of B.1.1.216.4, Canadian lineage	-
B.1.1.217	United Kingdom 78.0%, Latvia 20.0%, Sweden 1.0%, Italy 1.0%	2020-04-26	193	337	UK lineage	-
S.1	Latvia 78.0%, Finland 17.0%, United Kingdom 3.0%, Estonia 1.0%, Ireland 1.0%	2020-06-07	41	118	Alias of B.1.1.217.1, Latvian lineage, previously I.1	-
B.1.1.218	United Kingdom 39.0%, Greece 24.0%, Denmark 10.0%, Germany 7.0%, Bulgaria 4.0%	2020-05-11	63	113	European lineage	-
B.1.1.219	Denmark 47.0%, Germany 11.0%, Iceland 7.0%, Poland 7.0%, United Kingdom 6.0%	2020-08-01	131	188	Northern Europe (UK, Denmark, Norway, Sweden)	-
B.1.1.220	United Kingdom 65.0%, Japan 27.0%, United States of America 4.0%, Germany 2.0%, Cote_d'Ivoire 1.0%	2020-03-23	184	330	UK lineage	-
B.1.1.221	Belgium 69.0%, Peru 9.0%, United States of America 6.0%, Brazil 2.0%, Netherlands 2.0%	2020-03-29	79	102	Belgian lineage	-
B.1.1.222	United States of America 78.0%, Mexico 21.0%, Canada 0.0%, Spain 0.0%, Germany 0.0%	2020-04-04	721	5002	USA/Mexico	-
B.1.1.224	Denmark 85.0%, Germany 15.0%	2020-08-31	52	61	Denmark (some German)	-
B.1.1.225	United States of America 79.0%, Puerto_Rico 19.0%, Japan 1.0%, Canada 1.0%	2020-06-16	104	126	USA	-
B.1.1.226	United States of America 97.0%, Canada 2.0%, India 1.0%	2020-04-21	102	172	USA lineage	-
B.1.1.227	United Kingdom 100.0%	2020-06-13	121	226	England	-
B.1.1.231	United States of America 95.0%, Ecuador 2.0%, Canada 1.0%, Colombia 0.0%, Mexico 0.0%	2020-03-13	149	300	USA lineage	-
AL.1	Canada 95.0%, United States of America 4.0%, Australia 2.0%	2020-09-18	20	55	Alias of B.1.1.231.1, Canada lineage	-
B.1.1.232	Iceland 39.0%, Germany 20.0%, Belgium 9.0%, Netherlands 8.0%, Austria 6.0%	2020-03-28	373	537	Northern Europe (UK, Germany, Denmark, Belgium, NL)	-
AK.1	United Kingdom 99.0%, Germany 1.0%	2020-08-07	56	77	Alias of B.1.1.232.1, UK lineage	-
AK.2	Germany 100.0%	2020-09-19	13	21	Alias of B.1.1.232.2, German lineage	-
B.1.1.234	United Kingdom 62.0%, Austria 13.0%, Germany 9.0%, Romania 6.0%, Ireland 6.0%	2020-07-20	56	68	England, Ireland, Northern Ireland, Northern Europe	-
B.1.1.236	United Kingdom 71.0%, Germany 22.0%, Turkey 5.0%, France 2.0%	2020-09-01	65	132	UK	-
B.1.1.237	United Kingdom 93.0%, India 2.0%, United States of America 2.0%, Turkey 1.0%, Russia 1.0%	2020-05-15	109	182	Wales	-
B.1.1.239	United States of America 100.0%	2020-06-22	24	43	USA lineage	-
B.1.1.241	France 39.0%, Madagascar 19.0%, United Kingdom 16.0%, Finland 5.0%, Germany 4.0%	2020-04-29	196	432	European lineage	-
AH.1	Switzerland 88.0%, France 12.0%	2020-10-20	5	8	Alias of B.1.1.241.1, Swiss Lineage	-
AH.2	France 92.0%, Switzerland 5.0%, Portugal 2.0%	2020-08-18	16	40	Alias of B.1.1.241.2, French Lineage	-
AH.3	Finland 91.0%, Sweden 4.0%, United Kingdom 2.0%, Italy 2.0%	2020-10-23	92	245	Alias of B.1.1.241.3, Finnish Lineage	-
B.1.1.240	United Kingdom 96.0%, Germany 2.0%, Belgium 2.0%	2020-08-27	152	206	UK lineage	-
AJ.1	Portugal 62.0%, Gibraltar 38.0%	2020-11-08	13	21	Alias of B.1.1.240.1, Portugal lineage	-
B.1.1.242	Gambia 54.0%, Switzerland 29.0%, United Kingdom 4.0%, Norway 4.0%, Italy 4.0%	2020-07-21	18	24	Gambia and Switzerland	-
B.1.1.243	Lithuania 59.0%, Norway 8.0%, Ukraine 6.0%, United Kingdom 6.0%, Denmark 4.0%	2020-04-24	76	268	Eastern Europe, Central Europe, UK	-
B.1.1.244	United States of America 94.0%, Mexico 5.0%, Canada 1.0%	2020-04-07	33	152	USA lineage	-
B.1.1.249	United Kingdom 100.0%	2020-03-26	14	14	Welsh Lineage	-
B.1.1.251	United States of America 100.0%	2020-06-02	43	97	UK and US	-
B.1.1.253	United Kingdom 98.0%, France 1.0%, Philippines 1.0%, Japan 1.0%, South_Africa 0.0%	2020-05-09	260	387	UK	-
B.1.1.254	South_Africa 32.0%, France 15.0%, United Kingdom 14.0%, Australia 7.0%, Kenya 5.0%	2020-03-14	48	74	Mostly South Africa	-
B.1.1.255	United Kingdom 100.0%, United States of America 0.0%	2020-05-21	219	313	UK lineage	-
B.1.1.256	United Kingdom 96.0%, South_Korea 1.0%, Chile 1.0%, Russia 1.0%	2020-04-30	51	72	UK lineage	-
B.1.1.258	United States of America 99.0%, Saudi_Arabia 0.0%, Germany 0.0%, Indonesia 0.0%	2020-04-17	192	318	USA (TX)	-
B.1.1.261	Sweden 46.0%, Denmark 32.0%, Faroe_Islands 8.0%, Germany 4.0%, Brazil 4.0%	2020-03-31	97	113	Swedish/ Danish/ Faroe Islands lineage	-
B.1.1.257	United Kingdom 68.0%, Netherlands 23.0%, France 2.0%, Portugal 2.0%, Singapore 2.0%	2020-03-02	69	96	Mostly UK lineage with other northern european plus one singapore	-
B.1.1.262	United Kingdom 98.0%, India 2.0%	2020-04-28	53	46	UK lineage	-
B.1.1.263	Philippines 48.0%, United_Arab_Emirates 45.0%, Japan 1.0%, United States of America 1.0%, Hong_Kong 1.0%	2020-04-03	275	589	UAE lineage (~95%)	-
B.1.1.265	United States of America 96.0%, Philippines 1.0%, India 1.0%, South_Africa 1.0%, Costa_Rica 0.0%	2020-04-11	107	303	USA lineage	-
B.1.1.266	Czech_Republic 46.0%, United Kingdom 21.0%, Germany 7.0%, Switzerland 5.0%, Austria 4.0%	2020-05-23	75	82	Czech lineage	-
B.1.1.267	Ireland 97.0%, Chile 2.0%, Guatemala 1.0%	2020-03-24	84	92	Irish lineage	-
B.1.1.268	United States of America 100.0%	2020-05-31	43	65	USA lineage	-
B.1.1.269	United Kingdom 30.0%, France 28.0%, Spain 13.0%, Denmark 8.0%, Switzerland 6.0%	2020-05-19	351	579	European lineage	-
B.1.1.270	United Kingdom 100.0%	2020-03-21	78	92	UK lineage	-
B.1.1.271	Austria 74.0%, Germany 26.0%	2020-03-11	16	19	Germain and Austrian lineage	-
B.1.1.272	Denmark 91.0%, United Kingdom 7.0%, Canada 2.0%	2020-08-17	184	189	Denmark	-
B.1.1.273	South_Africa 96.0%, Zambia 1.0%, United States of America 1.0%, Russia 1.0%, Bulgaria 1.0%	2020-04-02	137	149	South african lineage, previously part of B.1.1.56	-
B.1.1.274	United Kingdom 41.0%, Russia 13.0%, Bolivia 8.0%, United States of America 7.0%, Canada 5.0%	2020-04-03	88	202	England, Thailand, Russia, USA	-
B.1.1.275	Democratic Republic of the Congo 52.0%, Angola 17.0%, United_Arab_Emirates 15.0%, United Kingdom 10.0%, Gabon 4.0%	2020-03-19	26	52	DRC with some UAE and England	-
B.1.1.277	Denmark 45.0%, United Kingdom 17.0%, Norway 7.0%, Germany 7.0%, Poland 4.0%	2020-03-17	938	1287	European lineage	-
